"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021- 09- 28","433.72","439.37","440.02","433.02","130.44M","-2.02%"
"2021- 09- 27","442.64","442.81","444.03","441.97","61.37M","-0.29%"
"2021- 09- 24","443.91","441.44","444.67","441.21","62.10M","0.16%"
"2021- 09- 23","443.18","439.82","444.87","439.62","76.40M","1.22%"
"2021- 09- 22","437.86","436.14","440.02","435.08","102.35M","0.98%"
"2021- 09- 21","433.63","436.67","437.87","433.08","92.53M","-0.09%"
"2021- 09- 20","434.04","434.65","436.51","428.87","166.45M","-1.67%"
"2021- 09- 17","441.40","444.92","445.37","441.02","118.43M","-1.29%"
"2021- 09- 16","447.17","447.40","448.35","444.03","77.79M","-0.16%"
"2021- 09- 15","447.88","444.73","448.40","443.45","78.79M","0.84%"
"2021- 09- 14","444.17","448.24","448.29","443.23","78.20M","-0.54%"
"2021- 09- 13","446.58","448.69","448.88","444.15","83.74M","0.26%"
"2021- 09- 10","445.44","451.04","451.49","445.31","89.95M","-0.79%"
"2021- 09- 09","448.98","450.65","452.52","448.73","57.97M","-0.43%"
"2021- 09- 08","450.91","450.89","451.65","448.86","56.18M","-0.12%"
"2021- 09- 07","451.46","452.77","452.77","450.77","51.67M","-0.36%"
"2021- 09- 03","453.08","451.98","453.63","451.55","47.23M","-0.02%"
"2021- 09- 02","453.19","453.36","454.01","451.92","42.83M","0.31%"
"2021- 09- 01","451.80","452.55","453.10","451.55","48.72M","0.05%"
"2021- 08- 31","451.56","452.12","452.49","450.95","59.30M","-0.15%"
"2021- 08- 30","452.23","451.03","453.07","450.73","48.36M","0.44%"
"2021- 08- 27","450.25","447.12","450.65","447.06","77.24M","0.89%"
"2021- 08- 26","446.26","448.62","448.84","446.16","57.83M","-0.59%"
"2021- 08- 25","448.91","448.21","449.44","447.80","40.53M","0.21%"
"2021- 08- 24","447.97","447.97","448.54","447.42","36.54M","0.16%"
"2021- 08- 23","447.26","445.16","448.22","445.16","54.97M","0.88%"
"2021- 08- 20","443.36","440.23","443.71","439.71","72.01M","0.80%"
"2021- 08- 19","439.86","436.19","441.12","436.17","92.81M","0.15%"
"2021- 08- 18","439.18","442.86","444.61","438.96","89.35M","-1.09%"
"2021- 08- 17","444.04","444.18","444.96","440.89","92.67M","-0.66%"
"2021- 08- 16","446.97","444.68","447.08","442.92","73.93M","0.24%"
"2021- 08- 13","445.92","445.59","445.94","445.07","39.47M","0.18%"
"2021- 08- 12","445.11","443.54","445.25","442.67","38.94M","0.30%"
"2021- 08- 11","443.78","443.76","443.88","442.63","44.03M","0.25%"
"2021- 08- 10","442.68","442.64","443.43","441.91","43.34M","0.12%"
"2021- 08- 09","442.13","442.49","442.79","441.37","41.22M","-0.08%"
"2021- 08- 08","442.49","442.49","442.49","442.49","","0.00%"
"2021- 08- 07","442.49","442.49","442.49","442.49","","0.00%"
"2021- 08- 06","442.49","442.19","442.91","441.81","46.93M","0.17%"
"2021- 08- 05","441.76","440.26","441.79","439.91","38.97M","0.63%"
"2021- 08- 04","438.98","439.78","440.39","438.74","46.73M","-0.49%"
"2021- 08- 03","441.15","438.53","441.17","436.12","58.05M","0.81%"
"2021- 08- 02","437.59","440.30","440.85","437.31","58.78M","-0.21%"
"2021- 07- 30","438.51","437.97","440.05","437.79","68.95M","-0.49%"
"2021- 07- 29","440.65","439.90","441.79","439.90","47.44M","0.41%"
"2021- 07- 28","438.83","439.65","440.27","437.42","52.47M","-0.04%"
"2021- 07- 27","439.01","439.92","439.92","435.99","67.40M","-0.46%"
"2021- 07- 26","441.02","439.32","441.02","439.26","43.72M","0.25%"
"2021- 07- 23","439.94","437.52","440.30","436.79","63.77M","1.03%"
"2021- 07- 22","435.46","434.74","435.72","433.69","47.88M","0.21%"
"2021- 07- 21","434.55","432.34","434.70","431.01","64.72M","0.81%"
"2021- 07- 20","431.06","425.68","432.42","424.83","99.61M","1.43%"
"2021- 07- 19","424.97","426.19","431.41","421.97","147.99M","-1.48%"
"2021- 07- 16","431.34","436.01","436.05","430.93","75.87M","-0.78%"
"2021- 07- 15","434.75","434.92","435.52","432.75","55.13M","-0.34%"
"2021- 07- 14","436.24","437.45","437.90","434.92","64.13M","0.15%"
"2021- 07- 13","435.59","436.28","437.83","435.32","52.91M","-0.34%"
"2021- 07- 12","437.08","435.48","437.25","434.98","52.89M","0.36%"
"2021- 07- 09","435.52","432.59","435.77","432.33","76.24M","1.07%"
"2021- 07- 08","430.92","428.75","431.72","427.58","97.60M","-0.81%"
"2021- 07- 07","434.46","433.68","434.75","431.52","63.55M","0.35%"
"2021- 07- 06","432.93","433.72","433.95","430.01","68.71M","-0.18%"
"2021- 07- 05","433.72","433.72","433.72","433.72","","0.00%"
"2021- 07- 04","433.72","433.72","433.72","433.72","","0.00%"
"2021- 07- 03","433.72","433.72","433.72","433.72","","0.00%"
"2021- 07- 02","433.72","431.67","434.10","430.52","57.70M","0.76%"
"2021- 07- 01","430.43","428.93","430.53","428.82","53.44M","0.55%"
"2021- 06- 30","428.06","427.33","428.70","427.28","64.83M","0.08%"
"2021- 06- 29","427.70","427.88","428.56","427.13","35.97M","0.05%"
"2021- 06- 28","427.47","427.21","427.64","425.89","53.16M","0.20%"
"2021- 06- 25","426.61","426.05","427.07","425.57","58.13M","0.36%"
"2021- 06- 24","425.10","424.94","425.55","424.63","45.11M","0.59%"
"2021- 06- 23","422.60","423.27","424.03","422.56","49.45M","-0.12%"
"2021- 06- 22","423.11","420.90","423.98","420.10","57.70M","0.53%"
"2021- 06- 21","420.86","416.80","421.06","415.93","72.82M","1.43%"
"2021- 06- 18","414.92","417.17","417.81","414.76","118.68M","-1.67%"
"2021- 06- 17","421.97","421.73","422.99","419.35","90.95M","-0.03%"
"2021- 06- 16","422.11","424.72","424.83","419.97","80.39M","-0.56%"
"2021- 06- 15","424.48","425.42","425.44","423.55","51.51M","-0.18%"
"2021- 06- 14","425.26","424.43","425.37","423.10","42.36M","0.22%"
"2021- 06- 11","424.31","424.20","424.43","422.82","45.57M","0.17%"
"2021- 06- 10","423.61","422.96","424.63","421.55","51.02M","0.46%"
"2021- 06- 09","421.65","423.18","423.26","421.41","48.44M","-0.15%"
"2021- 06- 08","422.28","423.11","423.21","420.32","47.13M","0.02%"
"2021- 06- 07","422.19","422.59","422.78","421.19","51.56M","-0.10%"
"2021- 06- 04","422.60","420.75","422.92","418.84","55.94M","0.91%"
"2021- 06- 03","418.77","417.85","419.99","416.28","58.14M","-0.37%"
"2021- 06- 02","420.33","420.37","421.23","419.29","49.10M","0.16%"
"2021- 06- 01","419.67","422.57","422.72","419.20","54.22M","-0.09%"
"2021- 05- 28","420.04","420.97","421.25","419.79","58.52M","0.18%"
"2021- 05- 27","419.29","420.17","420.72","418.99","56.71M","0.05%"
"2021- 05- 26","419.07","418.87","419.61","417.76","43.09M","0.20%"
"2021- 05- 25","418.24","420.33","420.71","417.62","57.45M","-0.22%"
"2021- 05- 24","419.17","417.34","420.32","417.08","51.38M","1.02%"
"2021- 05- 21","414.94","416.87","418.20","414.45","76.58M","-0.08%"
"2021- 05- 20","415.28","411.80","416.62","411.67","78.02M","1.08%"
"2021- 05- 19","410.86","406.92","411.05","405.33","106.47M","-0.26%"
"2021- 05- 18","411.94","415.80","416.06","411.77","59.81M","-0.86%"
"2021- 05- 17","415.52","415.39","416.39","413.36","65.13M","-0.25%"
"2021- 05- 14","416.58","413.21","417.49","413.18","82.20M","1.54%"
"2021- 05- 13","410.28","407.07","412.35","407.02","106.39M","1.20%"
"2021- 05- 12","405.41","411.23","412.59","404.00","134.81M","-2.12%"
"2021- 05- 11","414.21","413.10","415.27","410.06","116.89M","-0.89%"
"2021- 05- 10","417.94","422.50","422.74","417.81","81.85M","-0.99%"
"2021- 05- 07","422.12","419.89","422.81","419.16","67.73M","0.73%"
"2021- 05- 06","419.07","415.83","419.21","413.68","74.32M","0.80%"
"2021- 05- 05","415.75","417.38","417.63","414.94","60.28M","0.03%"
"2021- 05- 04","415.62","416.07","416.60","411.67","101.59M","-0.62%"
"2021- 05- 03","418.20","419.43","419.84","417.67","68.13M","0.22%"
"2021- 04- 30","417.30","417.63","418.54","416.34","85.53M","-0.66%"
"2021- 04- 29","420.06","420.32","420.72","416.44","78.54M","0.64%"
"2021- 04- 28","417.40","417.81","419.01","416.90","51.24M","-0.03%"
"2021- 04- 27","417.52","417.93","418.14","416.30","51.30M","-0.02%"
"2021- 04- 26","417.61","417.44","418.22","416.81","52.18M","0.21%"
"2021- 04- 23","416.74","412.87","418.25","412.79","73.28M","1.08%"
"2021- 04- 22","412.27","415.89","416.78","411.13","97.58M","-0.91%"
"2021- 04- 21","416.07","411.51","416.29","411.36","66.79M","0.95%"
"2021- 04- 20","412.17","413.91","415.09","410.59","81.85M","-0.73%"
"2021- 04- 19","415.21","416.26","416.74","413.79","78.50M","-0.49%"
"2021- 04- 16","417.26","417.25","417.91","415.73","82.04M","0.33%"
"2021- 04- 15","415.87","413.74","416.16","413.69","60.23M","1.07%"
"2021- 04- 14","411.45","412.83","413.96","410.87","61.66M","-0.34%"
"2021- 04- 13","412.86","411.53","413.53","411.12","56.55M","0.30%"
"2021- 04- 12","411.64","410.85","411.93","410.20","56.70M","0.04%"
"2021- 04- 09","411.49","408.39","411.67","408.26","61.10M","0.73%"
"2021- 04- 08","408.52","407.93","408.58","406.93","57.86M","0.47%"
"2021- 04- 07","406.59","405.94","406.96","405.45","55.84M","0.12%"
"2021- 04- 06","406.12","405.76","407.24","405.40","62.02M","-0.06%"
"2021- 04- 05","406.36","403.46","406.94","403.38","91.68M","1.44%"
"2021- 04- 01","400.61","398.40","400.67","398.18","99.68M","1.08%"
"2021- 03- 31","396.33","395.34","398.00","395.31","112.73M","0.41%"
"2021- 03- 30","394.73","394.42","395.45","393.02","76.26M","-0.27%"
"2021- 03- 29","395.78","394.40","396.75","392.81","108.11M","-0.05%"
"2021- 03- 26","395.98","390.93","396.41","390.29","114.41M","1.61%"
"2021- 03- 25","389.70","385.98","390.55","383.90","116.13M","0.56%"
"2021- 03- 24","387.52","391.00","392.75","387.47","97.59M","-0.51%"
"2021- 03- 23","389.50","391.91","393.46","388.66","90.69M","-0.79%"
"2021- 03- 22","392.59","390.03","394.07","389.97","73.78M","0.80%"
"2021- 03- 19","389.48","389.88","391.57","387.15","113.62M","-0.51%"
"2021- 03- 18","391.48","394.48","396.72","390.75","115.35M","-1.45%"
"2021- 03- 17","397.26","394.53","398.12","393.30","97.96M","0.34%"
"2021- 03- 16","395.91","397.07","397.83","395.08","73.72M","-0.13%"
"2021- 03- 15","396.41","394.33","396.69","392.03","73.59M","0.60%"
"2021- 03- 12","394.06","392.07","394.21","391.20","64.65M","0.13%"
"2021- 03- 11","393.53","392.23","395.65","391.74","86.25M","1.01%"
"2021- 03- 10","389.58","389.69","391.40","388.17","109.90M","0.62%"
"2021- 03- 09","387.17","385.85","389.91","381.73","113.63M","1.43%"
"2021- 03- 08","381.72","384.66","387.68","381.42","123.15M","-0.50%"
"2021- 03- 05","383.63","380.46","384.76","372.64","152.04M","1.84%"
"2021- 03- 04","376.70","381.22","384.00","371.88","183.43M","-1.24%"
"2021- 03- 03","381.42","385.79","386.83","381.31","119.94M","-1.32%"
"2021- 03- 02","386.54","389.82","390.07","386.00","79.60M","-0.78%"
"2021- 03- 01","389.58","385.59","390.92","380.57","105.35M","2.42%"
"2021- 02- 26","380.36","384.35","385.58","378.23","152.70M","-0.52%"
"2021- 02- 25","382.33","390.41","391.88","380.78","146.67M","-2.41%"
"2021- 02- 24","391.77","386.33","392.23","385.27","72.43M","1.10%"
"2021- 02- 23","387.50","384.66","388.94","380.20","107.28M","0.12%"
"2021- 02- 22","387.03","387.06","389.62","386.74","67.41M","-0.77%"
"2021- 02- 19","390.03","392.07","392.38","389.55","83.24M","-0.18%"
"2021- 02- 18","390.72","389.59","391.51","387.74","59.71M","-0.43%"
"2021- 02- 17","392.39","390.42","392.66","389.33","52.81M","0.02%"
"2021- 02- 16","392.30","393.96","394.17","391.53","50.97M","-0.09%"
"2021- 02- 12","392.64","389.85","392.90","389.77","50.59M","0.49%"
"2021- 02- 11","390.71","391.24","391.69","388.10","42.91M","0.16%"
"2021- 02- 10","390.08","392.12","392.28","387.50","59.15M","-0.04%"
"2021- 02- 09","390.25","389.61","390.89","389.17","35.55M","-0.07%"
"2021- 02- 08","390.51","389.27","390.56","388.35","38.37M","0.72%"
"2021- 02- 05","387.71","388.20","388.47","386.14","48.67M","0.39%"
"2021- 02- 04","386.19","382.96","386.24","381.97","47.14M","1.14%"
"2021- 02- 03","381.85","382.44","383.70","380.48","52.43M","0.08%"
"2021- 02- 02","381.55","379.65","383.22","376.32","64.45M","1.41%"
"2021- 02- 01","376.23","373.72","377.34","370.38","75.82M","1.66%"
"2021- 01- 29","370.07","375.63","376.67","368.27","126.77M","-2.00%"
"2021- 01- 28","377.63","376.36","381.93","375.89","94.20M","0.86%"
"2021- 01- 27","374.41","380.22","380.32","372.01","123.35M","-2.44%"
"2021- 01- 26","383.79","385.41","385.85","383.54","42.67M","-0.16%"
"2021- 01- 25","384.39","383.67","384.77","378.46","70.40M","0.39%"
"2021- 01- 22","382.88","382.25","384.13","381.83","52.14M","-0.35%"
"2021- 01- 21","384.24","384.49","384.95","383.25","47.96M","0.09%"
"2021- 01- 20","383.89","381.11","384.79","380.69","61.84M","1.38%"
"2021- 01- 19","378.65","378.34","379.23","376.75","51.23M","0.79%"
"2021- 01- 15","375.70","376.72","377.58","373.70","107.16M","-0.73%"
"2021- 01- 14","378.46","380.59","381.13","378.10","49.99M","-0.35%"
"2021- 01- 13","379.79","378.69","380.86","377.85","45.30M","0.27%"
"2021- 01- 12","378.77","378.89","379.86","376.36","52.55M","0.02%"
"2021- 01- 11","378.69","377.85","380.58","377.72","51.18M","-0.67%"
"2021- 01- 08","381.26","380.59","381.49","377.10","71.68M","0.57%"
"2021- 01- 07","379.10","376.10","379.90","375.91","68.77M","1.49%"
"2021- 01- 06","373.55","369.71","376.98","369.12","108.00M","0.60%"
"2021- 01- 05","371.33","368.10","372.50","368.05","66.43M","0.69%"
"2021- 01- 04","368.79","375.31","375.45","364.82","110.21M","-1.36%"
"2020- 12- 31","373.88","371.78","374.66","371.23","78.52M","0.51%"
"2020- 12- 30","371.99","372.34","373.10","371.57","49.46M","0.14%"
"2020- 12- 29","371.46","373.81","374.00","370.83","53.68M","-0.19%"
"2020- 12- 28","372.17","371.74","372.59","371.07","39.00M","0.86%"
"2020- 12- 24","369.00","368.08","369.03","367.45","26.46M","0.39%"
"2020- 12- 23","367.57","368.28","369.62","367.22","46.20M","0.09%"
"2020- 12- 22","367.24","368.21","368.33","366.03","48.39M","-0.17%"
"2020- 12- 21","367.86","364.97","378.46","362.03","96.39M","-0.36%"
"2020- 12- 18","369.18","370.97","371.15","367.02","136.54M","-0.82%"
"2020- 12- 17","372.24","371.94","372.46","371.05","64.12M","0.56%"
"2020- 12- 16","370.17","369.82","371.16","368.87","58.42M","0.16%"
"2020- 12- 15","369.59","367.40","369.59","365.92","64.07M","1.35%"
"2020- 12- 14","364.66","368.64","369.80","364.47","69.22M","-0.45%"
"2020- 12- 11","366.30","364.90","366.74","363.26","57.70M","-0.12%"
"2020- 12- 10","366.73","365.37","367.86","364.43","57.74M","-0.03%"
"2020- 12- 09","366.85","370.88","371.05","365.95","74.10M","-0.90%"
"2020- 12- 08","370.17","367.72","370.78","367.67","42.46M","0.29%"
"2020- 12- 07","369.09","369.02","369.62","367.72","48.94M","-0.21%"
"2020- 12- 04","369.85","367.32","369.85","367.22","50.75M","0.86%"
"2020- 12- 03","366.69","366.68","368.19","365.50","62.88M","-0.03%"
"2020- 12- 02","366.79","364.82","366.96","364.20","45.93M","0.21%"
"2020- 12- 01","366.02","365.57","367.68","364.93","74.50M","1.09%"
"2020- 11- 30","362.06","362.83","363.12","359.17","83.87M","-0.44%"
"2020- 11- 27","363.67","363.84","364.18","362.58","28.51M","0.28%"
"2020- 11- 25","362.66","363.13","363.16","361.48","45.33M","-0.15%"
"2020- 11- 24","363.22","360.21","363.81","359.29","62.42M","1.61%"
"2020- 11- 23","357.46","357.28","358.82","354.87","63.23M","0.60%"
"2020- 11- 20","355.33","357.50","357.72","355.25","70.41M","-0.68%"
"2020- 11- 19","357.78","355.60","358.18","354.15","59.94M","0.42%"
"2020- 11- 18","356.28","360.91","361.50","356.24","70.59M","-1.20%"
"2020- 11- 17","360.62","359.97","361.92","358.34","66.11M","-0.54%"
"2020- 11- 16","362.57","360.98","362.78","359.59","74.54M","1.25%"
"2020- 11- 13","358.10","355.27","358.90","354.71","62.96M","1.38%"
"2020- 11- 12","353.21","355.58","356.72","351.26","68.12M","-0.97%"
"2020- 11- 11","356.67","356.40","357.56","355.06","58.65M","0.74%"
"2020- 11- 10","354.04","353.49","355.18","350.51","85.55M","-0.15%"
"2020- 11- 09","354.56","363.97","364.38","354.06","172.30M","1.26%"
"2020- 11- 06","350.16","349.93","351.51","347.65","74.97M","-0.02%"
"2020- 11- 05","350.24","349.24","352.19","348.86","82.04M","1.95%"
"2020- 11- 04","343.54","340.86","347.94","339.59","126.96M","2.23%"
"2020- 11- 03","336.03","333.69","338.25","330.29","93.29M","1.77%"
"2020- 11- 02","330.20","330.20","332.36","327.24","86.07M","1.12%"
"2020- 10- 30","326.54","328.28","329.69","322.60","120.45M","-1.04%"
"2020- 10- 29","329.98","326.91","333.39","325.09","90.60M","1.02%"
"2020- 10- 28","326.66","332.10","338.25","326.13","127.09M","-3.42%"
"2020- 10- 27","338.22","339.76","340.12","337.99","65.99M","-0.34%"
"2020- 10- 26","339.39","342.13","342.98","335.62","91.47M","-1.85%"
"2020- 10- 23","345.78","345.93","345.99","343.13","49.14M","0.34%"
"2020- 10- 22","344.61","342.96","345.24","340.65","55.40M","0.55%"
"2020- 10- 21","342.73","343.33","348.68","342.40","63.57M","-0.19%"
"2020- 10- 20","343.38","343.46","346.88","342.64","60.05M","0.40%"
"2020- 10- 19","342.01","348.65","349.33","341.04","68.43M","-1.52%"
"2020- 10- 16","347.29","348.96","350.75","347.10","89.50M","-0.06%"
"2020- 10- 15","347.50","343.71","348.02","343.13","60.36M","-0.12%"
"2020- 10- 14","347.93","350.75","351.93","347.14","57.96M","-0.63%"
"2020- 10- 13","350.13","352.28","352.47","349.09","73.26M","-0.65%"
"2020- 10- 12","352.43","349.59","354.02","349.06","80.39M","1.61%"
"2020- 10- 09","346.85","345.56","347.35","344.89","59.53M","0.89%"
"2020- 10- 08","343.78","342.85","343.85","341.86","45.24M","0.89%"
"2020- 10- 07","340.76","338.12","341.63","338.09","57.00M","1.74%"
"2020- 10- 06","334.93","339.91","342.17","334.38","90.13M","-1.42%"
"2020- 10- 05","339.76","336.06","339.96","336.01","45.71M","1.77%"
"2020- 10- 02","333.84","331.70","337.01","331.19","89.43M","-0.95%"
"2020- 10- 01","337.04","337.69","338.74","335.01","88.70M","0.64%"
"2020- 09- 30","334.89","333.09","338.29","332.88","104.08M","0.76%"
"2020- 09- 29","332.37","333.97","334.77","331.62","51.53M","-0.54%"
"2020- 09- 28","334.19","333.22","334.96","332.15","64.58M","1.66%"
"2020- 09- 25","328.73","322.58","329.58","321.64","71.07M","1.62%"
"2020- 09- 24","323.50","321.22","326.80","319.80","76.68M","0.27%"
"2020- 09- 23","322.64","330.90","331.20","322.10","93.11M","-2.32%"
"2020- 09- 22","330.30","328.57","330.90","325.86","63.61M","1.02%"
"2020- 09- 21","326.97","325.70","327.13","321.73","99.45M","-1.11%"
"2020- 09- 18","330.65","335.37","335.49","327.97","105.88M","-1.55%"
"2020- 09- 17","335.84","333.56","337.70","332.99","91.52M","-0.88%"
"2020- 09- 16","338.82","341.51","343.06","338.52","82.21M","-0.40%"
"2020- 09- 15","340.17","341.12","342.02","338.47","52.92M","0.51%"
"2020- 09- 14","338.46","337.49","340.38","334.22","65.61M","1.32%"
"2020- 09- 11","334.06","335.82","336.97","331.00","84.68M","0.05%"
"2020- 09- 10","333.89","341.82","342.53","332.85","90.57M","-1.74%"
"2020- 09- 09","339.79","337.55","342.46","336.61","91.46M","1.97%"
"2020- 09- 08","333.21","336.71","342.64","332.88","114.47M","-2.73%"
"2020- 09- 04","342.57","346.13","347.83","334.87","139.16M","-0.82%"
"2020- 09- 03","345.39","355.87","356.38","342.59","148.01M","-3.44%"
"2020- 09- 02","357.70","354.67","358.75","353.43","69.54M","1.45%"
"2020- 09- 01","352.60","350.21","352.71","349.24","55.00M","0.94%"
"2020- 08- 31","349.31","350.35","351.30","349.06","66.10M","-0.36%"
"2020- 08- 28","350.58","349.44","350.72","348.15","48.59M","0.65%"
"2020- 08- 27","348.33","348.51","349.90","346.53","58.03M","0.22%"
"2020- 08- 26","347.57","344.76","347.86","344.17","50.79M","1.00%"
"2020- 08- 25","344.12","343.53","344.21","342.27","38.46M","0.35%"
"2020- 08- 24","342.92","342.12","343.00","339.45","48.59M","1.01%"
"2020- 08- 21","339.48","337.92","339.72","337.55","55.11M","0.35%"
"2020- 08- 20","338.28","335.36","338.80","335.22","42.21M","0.31%"
"2020- 08- 19","337.23","339.05","339.61","336.62","68.05M","-0.42%"
"2020- 08- 18","338.64","338.34","339.10","336.61","38.73M","0.22%"
"2020- 08- 17","337.91","337.94","338.34","336.85","35.48M","0.32%"
"2020- 08- 14","336.84","336.41","337.42","335.62","47.26M","0.00%"
"2020- 08- 13","336.83","336.61","338.25","335.83","41.82M","-0.18%"
"2020- 08- 12","337.44","335.44","338.28","332.84","53.83M","1.39%"
"2020- 08- 11","332.80","336.85","337.54","332.01","69.60M","-0.83%"
"2020- 08- 10","335.57","335.06","335.77","332.95","44.28M","0.30%"
"2020- 08- 07","334.57","333.28","334.88","332.30","57.31M","0.07%"
"2020- 08- 06","334.33","331.48","334.46","331.13","43.68M","0.67%"
"2020- 08- 05","332.11","331.47","332.39","331.18","42.87M","0.62%"
"2020- 08- 04","330.06","327.86","330.06","327.86","41.92M","0.39%"
"2020- 08- 03","328.79","328.32","329.62","327.73","53.08M","0.70%"
"2020- 07- 31","326.52","325.90","326.63","321.33","85.21M","0.79%"
"2020- 07- 30","323.96","321.90","324.41","319.64","61.86M","-0.36%"
"2020- 07- 29","325.12","322.12","325.73","322.07","48.45M","1.23%"
"2020- 07- 28","321.17","322.43","323.64","320.85","57.49M","-0.63%"
"2020- 07- 27","323.22","321.63","323.41","320.77","48.29M","0.73%"
"2020- 07- 24","320.88","320.95","321.99","319.25","73.77M","-0.64%"
"2020- 07- 23","322.96","326.47","327.23","321.48","75.74M","-1.19%"
"2020- 07- 22","326.86","324.62","327.20","324.50","57.79M","0.57%"
"2020- 07- 21","325.01","326.45","326.93","323.94","57.50M","0.21%"
"2020- 07- 20","324.32","321.43","325.13","320.62","56.31M","0.81%"
"2020- 07- 17","321.72","321.88","322.57","319.74","62.77M","0.29%"
"2020- 07- 16","320.79","319.79","321.28","319.09","54.62M","-0.33%"
"2020- 07- 15","321.85","322.41","323.04","319.26","87.20M","0.92%"
"2020- 07- 14","318.92","313.30","319.76","312.00","93.66M","1.30%"
"2020- 07- 13","314.84","320.13","322.71","314.13","103.00M","-0.87%"
"2020- 07- 10","317.59","314.31","317.88","312.76","57.55M","1.02%"
"2020- 07- 09","314.38","316.84","317.10","310.68","83.35M","-0.57%"
"2020- 07- 08","316.18","314.61","316.30","312.70","54.64M","0.76%"
"2020- 07- 07","313.78","315.38","317.52","313.37","82.91M","-1.03%"
"2020- 07- 06","317.05","316.37","317.68","315.56","61.71M","1.54%"
"2020- 07- 02","312.23","314.24","315.70","311.51","69.34M","0.55%"
"2020- 07- 01","310.52","309.57","311.89","309.07","72.40M","0.70%"
"2020- 06- 30","308.36","303.99","310.20","303.82","113.39M","1.28%"
"2020- 06- 29","304.46","301.41","304.61","298.93","79.77M","1.47%"
"2020- 06- 26","300.05","306.16","306.39","299.42","127.96M","-2.38%"
"2020- 06- 25","307.35","303.47","307.64","301.28","89.47M","1.07%"
"2020- 06- 24","304.09","309.84","310.51","302.10","132.81M","-2.55%"
"2020- 06- 23","312.05","313.49","314.50","311.61","68.47M","0.46%"
"2020- 06- 22","310.62","307.99","311.05","306.75","74.65M","0.64%"
"2020- 06- 19","308.64","314.17","314.38","306.53","135.55M","-1.01%"
"2020- 06- 18","311.78","310.00","312.30","309.51","80.83M","0.04%"
"2020- 06- 17","311.66","314.07","314.39","310.86","83.40M","-0.42%"
"2020- 06- 16","312.96","315.48","315.64","307.67","137.63M","1.92%"
"2020- 06- 15","307.05","298.02","308.28","296.74","135.78M","0.93%"
"2020- 06- 12","304.21","308.24","309.08","298.60","194.68M","1.20%"
"2020- 06- 11","300.61","311.46","312.15","300.01","209.24M","-5.76%"
"2020- 06- 10","319.00","321.42","322.39","318.22","95.00M","-0.56%"
"2020- 06- 09","320.79","320.30","323.28","319.36","77.48M","-0.75%"
"2020- 06- 08","323.20","320.22","323.41","319.63","73.64M","1.21%"
"2020- 06- 05","319.34","317.23","321.27","317.16","150.52M","2.56%"
"2020- 06- 04","311.36","311.11","313.00","309.08","75.79M","-0.26%"
"2020- 06- 03","312.18","310.24","313.22","309.94","92.57M","1.33%"
"2020- 06- 02","308.08","306.55","308.13","305.10","74.27M","0.83%"
"2020- 06- 01","305.55","303.62","306.20","303.06","56.78M","0.40%"
"2020- 05- 29","304.32","302.46","304.96","299.47","119.27M","0.45%"
"2020- 05- 28","302.97","304.65","306.84","302.24","90.77M","-0.18%"
"2020- 05- 27","303.53","302.12","303.57","296.87","104.82M","1.49%"
"2020- 05- 26","299.08","301.93","302.19","295.46","88.95M","1.23%"
"2020- 05- 22","295.44","294.57","295.63","293.22","63.96M","0.19%"
"2020- 05- 21","294.88","296.79","297.67","293.69","78.29M","-0.69%"
"2020- 05- 20","296.93","295.82","297.87","295.57","85.86M","1.70%"
"2020- 05- 19","291.97","294.35","296.20","291.95","95.19M","-1.03%"
"2020- 05- 18","295.00","293.05","296.75","292.70","120.32M","3.05%"
"2020- 05- 15","286.28","282.37","286.33","281.34","111.15M","0.46%"
"2020- 05- 14","284.97","278.95","285.11","272.99","121.98M","1.20%"
"2020- 05- 13","281.60","286.06","287.19","278.96","144.72M","-1.77%"
"2020- 05- 12","286.67","293.79","294.24","286.52","95.87M","-1.99%"
"2020- 05- 11","292.50","290.34","294.00","289.88","79.51M","0.02%"
"2020- 05- 08","292.44","291.09","292.95","289.86","76.62M","1.65%"
"2020- 05- 07","287.68","287.75","289.78","287.13","75.25M","1.21%"
"2020- 05- 06","284.25","288.04","288.46","283.78","73.63M","-0.68%"
"2020- 05- 05","286.19","286.64","289.25","283.71","79.57M","0.92%"
"2020- 05- 04","283.57","280.74","283.90","279.13","80.87M","0.28%"
"2020- 05- 01","282.79","285.31","290.66","281.52","125.18M","-2.65%"
"2020- 04- 30","290.48","291.71","293.32","288.59","122.90M","-0.93%"
"2020- 04- 29","293.21","291.53","294.88","290.41","118.75M","2.62%"
"2020- 04- 28","285.73","291.02","291.40","285.40","105.27M","-0.46%"
"2020- 04- 27","287.05","285.12","288.27","284.62","77.90M","1.44%"
"2020- 04- 24","282.97","280.73","283.70","278.50","85.17M","1.39%"
"2020- 04- 23","279.08","280.49","283.94","278.75","104.71M","-0.01%"
"2020- 04- 22","279.10","278.35","281.00","276.91","93.52M","2.22%"
"2020- 04- 21","273.04","276.73","278.04","272.02","126.39M","-3.04%"
"2020- 04- 20","281.59","282.61","286.79","281.35","100.11M","-1.76%"
"2020- 04- 17","286.64","285.38","287.30","282.40","146.68M","2.70%"
"2020- 04- 16","279.10","279.15","280.03","275.76","131.80M","0.48%"
"2020- 04- 15","277.76","277.57","283.94","275.46","121.78M","-2.12%"
"2020- 04- 14","283.79","280.98","284.90","275.51","134.14M","2.95%"
